Epoch,Phase,Right_Label,Pred_umdavb,Pred_rbbb,Pred_lbbb,Pred_sb,Pred_st,Pred_af
6,val,af,94,8,9,11,21,352
6,test,umdavb,667,4,2,6,17,13
6,test,rbbb,5,24,0,0,0,1
6,test,lbbb,7,0,20,0,0,0
6,test,sb,3,0,0,11,0,1
6,test,st,2,2,0,0,31,0
6,test,af,5,0,0,0,0,6
7,val,umdavb,13017,121,97,127,113,88
7,val,rbbb,101,701,4,12,1,3
7,val,lbbb,80,5,357,7,2,5
7,val,sb,95,4,1,340,0,7
7,val,st,77,4,3,1,465,22
7,val,af,117,10,7,13,14,334
7,test,umdavb,673,6,4,9,9,8
7,test,rbbb,5,24,0,0,0,1
7,test,lbbb,4,0,23,0,0,0
7,test,sb,3,0,0,11,0,1
7,test,st,2,2,0,0,31,0
7,test,af,5,0,0,0,0,6
8,val,umdavb,12903,122,104,152,126,156
8,val,rbbb,116,675,6,12,2,11
8,val,lbbb,75,1,362,8,2,8
8,val,sb,84,2,1,351,0,9
8,val,st,69,4,3,1,477,18
8,val,af,110,4,7,12,20,342
8,test,umdavb,670,4,2,11,9,13
8,test,rbbb,6,23,0,0,0,1
8,test,lbbb,6,0,21,0,0,0
8,test,sb,2,0,0,12,0,1
8,test,st,3,1,0,0,31,0
8,test,af,6,0,0,0,0,5
9,val,umdavb,12948,138,100,110,142,125
9,val,rbbb,64,729,8,10,3,8
9,val,lbbb,80,5,350,9,2,10
9,val,sb,99,3,0,337,0,8
9,val,st,63,3,1,1,483,21
9,val,af,98,9,6,10,15,357
9,test,umdavb,669,7,2,6,17,8
9,test,rbbb,5,24,0,0,0,1
9,test,lbbb,4,1,21,0,0,1
9,test,sb,5,0,0,10,0,0
9,test,st,1,0,0,0,34,0
9,test,af,4,0,0,0,0,7
10,val,umdavb,12898,143,75,138,167,142
10,val,rbbb,92,706,7,10,1,6
10,val,lbbb,108,4,320,10,2,12
10,val,sb,86,5,2,348,0,6
10,val,st,50,3,2,1,492,24
10,val,af,83,7,8,14,7,376
10,test,umdavb,657,6,1,11,25,9
10,test,rbbb,4,25,0,0,0,1
10,test,lbbb,9,0,18,0,0,0
10,test,sb,4,0,0,11,0,0
10,test,st,2,0,0,0,33,0
10,test,af,6,0,0,0,0,5
11,val,umdavb,12931,127,97,155,131,122
11,val,rbbb,85,709,6,15,1,6
11,val,lbbb,60,10,364,7,2,13
11,val,sb,57,2,1,374,0,13
11,val,st,67,3,2,0,482,18
11,val,af,93,6,7,12,29,348
11,test,umdavb,678,5,2,12,6,6
11,test,rbbb,4,25,0,0,0,1
11,test,lbbb,4,0,22,0,0,1
11,test,sb,2,0,0,13,0,0
11,test,st,2,1,0,0,32,0
11,test,af,4,0,0,0,0,7
12,val,umdavb,12877,163,114,141,142,126
12,val,rbbb,63,732,9,11,2,5
12,val,lbbb,71,5,364,10,2,4
12,val,sb,89,3,2,350,0,3
12,val,st,56,3,4,1,491,17
12,val,af,100,9,14,13,20,339
12,test,umdavb,673,5,2,10,12,7
12,test,rbbb,4,25,0,0,0,1
12,test,lbbb,8,0,19,0,0,0
12,test,sb,4,0,0,11,0,0
12,test,st,0,1,0,0,34,0
12,test,af,6,0,0,0,0,5
